측정 연도,측정 월,측정 일자,정점명,위도,경도,날씨,수심,수층,투명도,수질평가지수(WQI)등급,수온,염분,수소이온농도,용존산소량,화학적산소요구량,암모니아성질소,아질산성질소,질산성질소,용존무기질소,총질소,용존무기인,총인,규산규소,부유물질,클로로필에이
2019,08,2019-08-13,대정2,33.22,126.3275,맑음,28,저층,9,1,19.2,33.77,8.08,7.05,3.08,0.28,6.13,7.6,14.01,190.79,15.31,22.17,302.74,9.6,0.35
2019,08,2019-08-13,대정3,33.237778,126.202778,맑음,26,저층,12.3,1,21.56,32.54,8.13,7.39,2.54,0.15,2.52,4.49,7.17,173.75,9.46,16.71,298.17,8,0.37
2019,08,2019-08-13,서귀포1,33.2625,126.661111,맑음,24,저층,14.8,1,25.01,32.06,8.18,7.12,1.96,0.2,2.62,1.83,4.64,122.92,3.19,11.16,274.85,8.5,0.94
2019,08,2019-08-13,서귀포2,33.229444,126.4125,맑음,23,저층,6.9,2,20.91,33.12,8.09,7.42,1.46,7.9,5.08,7.87,20.85,153.5,10.29,16.71,294.03,8.75,0.26
2019,08,2019-08-13,서귀포3,33.229444,126.566944,맑음,49,저층,10.4,1,19.16,33.24,8.18,7.39,1.71,0.13,2,2.74,4.87,104.36,3.01,9.36,329,5.05,0.89
2019,08,2019-08-13,성산포1,33.48,126.938611,맑음,16,저층,10,1,26.44,31.36,8.22,7.36,3.77,4.24,1.12,1.66,7.03,133.71,3.04,10.66,306.04,8.25,0.2
2019,08,2019-08-13,성산포2,33.411389,126.938611,맑음,46,저층,15.6,1,20.4,32.99,8.19,7.16,1.88,0.11,0.84,1.31,2.26,115.51,2.23,9.49,242.82,5.55,0.41
2019,08,2019-08-13,제주1,33.526944,126.532778,맑음,13,저층,6.7,2,26.51,31.21,8.18,8.39,1.88,2.97,1.27,1.41,5.65,155.01,2.91,10.54,313.77,4.65,0.12
2019,08,2019-08-13,제주2,33.500556,126.427778,맑음,25,저층,16.3,1,26.71,31.14,8.21,7.76,2.46,0.29,0.81,0.88,1.99,133.67,1.46,9.8,296.8,3.55,0.29
2019,08,2019-08-13,제주3,33.533889,126.568333,맑음,20,저층,14.6,1,26.56,31.21,8.21,7.99,3.44,6.08,1.27,1.69,9.04,163.52,4.15,11.13,324.6,2.4,0.23
2019,08,2019-08-13,조천1,33.5375,126.855556,맑음,15,저층,12.6,1,26.24,31.46,8.2,7.02,2.12,3.63,2.13,2.06,7.82,116.12,3.75,13.45,274.57,9.5,0.19
2019,08,2019-08-13,조천2,33.573889,126.732778,맑음,42,저층,20.2,1,18.61,33.14,8.11,7.76,3.96,0.5,3.14,2.56,6.2,138.91,5.49,12.4,265.94,7.9,0.59
2019,08,2019-08-13,조천3,33.560556,126.666389,맑음,29,저층,17.1,1,26.15,31.42,8.18,7.59,3.64,0.07,1.37,1.29,2.73,114.45,3.94,10.79,279.36,6.55,0.26
2019,08,2019-08-13,표선1,33.280833,126.7675,맑음,41,저층,15.3,1,23.03,32.5,8.17,7.12,3.29,0.08,4.61,2.61,7.3,144.05,4.53,13.73,261.16,5.25,0.59
2019,08,2019-08-13,표선2,33.325556,126.865556,맑음,30,저층,12.2,1,23.33,32.46,8.17,7.59,2.35,5.5,2.84,5.41,13.76,164.12,11.72,19.31,332.14,4.8,0.11
2019,08,2019-08-13,한림1,33.376111,126.185,맑음,24,저층,13,1,19.47,33.18,8.1,7.59,3.1,0.64,2.86,6.26,9.76,186.83,13.86,20.34,322.73,3.65,0.19
2019,08,2019-08-13,한림2,33.463056,126.274444,맑음,32,저층,16.2,1,18.72,33.47,8.07,7.46,2.11,0.03,3.3,6.71,10.04,199.58,14.42,22.23,324.46,7.95,0.22
2019,08,2019-08-13,한림3,33.294444,126.16,맑음,16,저층,10.4,1,21.68,32.5,8.17,6.85,3.48,4.12,1.53,3.11,8.75,186.61,6.48,15.28,196.11,3.7,0.32
2019,05,2019-05-08,대정1,33.2025,126.251667,맑음,18,표층,11.2,1,16.32,34.33,8.18,10.66,0.72,4.97,2.65,39.98,47.6,124.84,7.22,17.83,181.89,12.05,0.07
2019,05,2019-05-08,대정2,33.22,126.3275,맑음,28,표층,12.9,1,16.66,34.38,8.15,10.22,0.99,1.33,2.88,22.48,26.7,126.52,5.77,15.5,167.55,30.35,0.18
2019,05,2019-05-08,대정3,33.237778,126.202778,맑음,15,표층,10.9,1,16.38,34.34,8.2,10.16,0.58,19.11,2.52,35.97,57.6,139.26,6.79,17.11,174.86,6.9,0.1
2019,05,2019-05-08,서귀포1,33.2625,126.661111,맑음,29,표층,12.1,1,17.41,34.1,8.19,10.83,0.99,18.69,1.05,27.75,47.49,175.08,5.12,14.04,215.15,12.75,0.19
2019,05,2019-05-08,서귀포2,33.229444,126.4125,맑음,13,표층,10.8,1,16.79,34.37,8.16,10.92,1.25,20.71,3.15,32.49,56.35,245.15,6.51,31,126.87,32.15,0.64
2019,05,2019-05-08,서귀포3,33.229444,126.566944,맑음,45,표층,10.5,1,17.76,34.39,8.24,11.03,0.85,0.14,0.76,10.25,11.14,155.37,3.53,14.38,152.15,3.4,0.63
2019,05,2019-05-08,성산포1,33.48,126.938611,맑음,16,표층,9.3,1,16.7,34.29,8.18,10.19,0.53,2.83,1.5,16.67,21,125.68,4.5,13.8,125.19,5.95,0.04
2019,05,2019-05-08,성산포2,33.411389,126.938611,맑음,47,표층,11.2,1,17.06,34.29,8.24,10.67,0.9,5.92,1.19,13.85,20.96,133.36,3.53,12.43,153.47,14.85,0.03
2019,05,2019-05-08,제주1,33.526944,126.532778,맑음,14,표층,8.3,1,16.78,34.29,8.22,11.26,0.67,1.48,1.96,11.48,14.92,117.56,2.02,15.31,136.84,5.05,0.88
2019,05,2019-05-08,제주2,33.500556,126.427778,맑음,25,표층,8.1,1,16.67,34.34,8.19,11.53,0.63,1.25,0.22,5.26,6.73,122.39,1.49,13.36,94.56,4.35,1.16
2019,05,2019-05-08,제주3,33.533889,126.568333,맑음,15,표층,8.7,1,16.94,34.31,8.09,11.07,1.44,4.73,0.83,6.68,12.24,154.49,2.23,13.55,121.97,20.55,0.73
2019,05,2019-05-08,조천1,33.5375,126.855556,맑음,15,표층,8.8,1,16.61,34.3,8.23,11.39,0.43,7.49,2.2,18.65,28.34,141.2,4.96,14.26,198.74,13.25,0.08
2019,05,2019-05-08,조천2,33.573889,126.732778,맑음,43,표층,9.9,1,16.79,34.33,8.26,10.81,0.72,3.42,1.99,9.34,14.74,141.32,3.81,13.83,137.09,7.48,0.12
2019,05,2019-05-08,조천3,33.560556,126.666389,맑음,18,표층,8.6,1,16.93,34.33,8.25,11.62,0.67,17.32,1.64,8.01,26.96,126.11,2.88,13.52,121.49,10.95,0.09
2019,05,2019-05-08,표선1,33.280833,126.7675,맑음,42,표층,12.1,1,17.29,34.38,8.25,10.55,0.67,0.78,0.53,10.74,12.05,126.71,2.11,11.97,149.66,11.6,0.04
2019,05,2019-05-08,표선2,33.325556,126.865556,맑음,11,표층,10.7,1,17.62,34.34,8.26,10.8,0.74,0.18,0.04,3.19,3.42,106.39,1.67,10.7,129.64,4.7,0.02
2019,05,2019-05-08,한림1,33.376111,126.185,맑음,25,표층,11.2,1,16.36,34.35,8.13,10.57,0.79,3.44,2.48,29.95,35.87,163.62,6.14,17.02,160.8,17.25,0.62
2019,05,2019-05-08,한림2,33.463056,126.274444,맑음,31,표층,8.8,1,16.4,34.35,8.19,10.35,1.07,1.39,2.31,27.82,31.51,134.46,5.21,15.93,157.19,9.35,0.57
2019,05,2019-05-08,한림3,33.294444,126.16,맑음,15,표층,10.4,1,16.31,34.34,8.12,10.61,1.09,1.86,2.34,33.36,37.56,141.11,7.07,17.05,166.63,18.7,0.28
2019,05,2019-05-08,대정1,33.2025,126.251667,맑음,18,저층,11.2,1,16.33,34.34,8.23,10.69,0.53,6.03,2.8,40.11,48.94,158.33,7.1,17.55,179.9,12.6,0.07
2019,05,2019-05-08,대정2,33.22,126.3275,맑음,28,저층,12.9,1,16.7,34.38,8.23,10.76,1.15,3.58,2.63,24.47,30.69,138.71,5.98,14.91,167.86,35.05,0.07
2019,05,2019-05-08,대정3,33.237778,126.202778,맑음,15,저층,10.9,1,16.37,34.35,8.22,10.7,0.96,1.09,2.23,36.81,40.12,190.36,7.6,16.65,174.24,4.05,0.1
2019,05,2019-05-08,서귀포1,33.2625,126.661111,맑음,29,저층,12.1,1,16.49,34.34,8.2,10.54,0.82,14.42,1.05,32.31,47.78,117.67,6.54,11.97,181.02,12.8,0.05
2019,05,2019-05-08,서귀포2,33.229444,126.4125,맑음,13,저층,10.8,1,16.79,34.37,8.2,10.89,0.67,2.32,2.48,31.07,35.87,147.63,5.8,16.28,172.42,42.15,0.09
2019,05,2019-05-08,서귀포3,33.229444,126.566944,맑음,45,저층,10.5,1,16.71,34.34,8.25,10.44,1.2,1.57,1.58,29.05,32.2,158.16,5.77,16.03,168.73,2.2,0.06
2019,05,2019-05-08,성산포1,33.48,126.938611,맑음,16,저층,9.3,1,16.45,34.35,8.18,10.44,0.91,10.43,3.98,42.42,56.83,103.7,8.37,14.29,191.21,9.85,0.06
2019,05,2019-05-08,성산포2,33.411389,126.938611,맑음,47,저층,11.2,1,16.63,34.35,8.26,10.61,0.63,0.81,1.78,25.26,27.85,131.8,5.67,15.13,175.22,11.2,0.03
2019,05,2019-05-08,제주1,33.526944,126.532778,맑음,14,저층,8.3,1,16.65,34.34,8.24,11.14,0.85,1.08,2.46,8.95,12.49,111.26,4.06,14.79,118.83,2.45,0.17
2019,05,2019-05-08,제주2,33.500556,126.427778,맑음,25,저층,8.1,1,16.63,34.35,8.24,11.17,0.87,0.15,1.08,7.59,8.82,126.85,2.98,14.82,108.53,4.3,0.17
2019,05,2019-05-08,제주3,33.533889,126.568333,맑음,15,저층,8.7,1,16.6,34.37,8.11,10.39,0.87,0.77,2.91,11.58,15.26,128.59,4.71,15.13,127.37,10.9,0.19
2019,05,2019-05-08,조천1,33.5375,126.855556,맑음,15,저층,8.8,1,16.57,34.32,8.25,11.42,1.14,2.67,2.25,15.9,20.83,134.53,4.59,15.16,189.36,12,0.09
2019,05,2019-05-08,조천2,33.573889,126.732778,맑음,43,저층,9.9,1,16.62,34.34,8.27,11.39,0.75,13.2,3.39,13.58,30.17,91.34,3.38,9.52,133.5,4.95,0.14
2019,05,2019-05-08,조천3,33.560556,126.666389,맑음,18,저층,8.6,1,16.56,34.34,8.25,11.58,1.28,0.04,2.72,12.53,15.29,129.04,3.72,14.54,135.35,10,0.15
2019,05,2019-05-08,표선1,33.280833,126.7675,맑음,42,저층,12.1,1,16.45,34.33,8.25,10.84,0.71,2.03,1.6,17.54,21.17,126.9,4.03,13.95,160.22,7.65,0.06
2019,05,2019-05-08,표선2,33.325556,126.865556,맑음,11,저층,10.7,1,16.83,34.36,8.25,11.16,0.88,1.3,1.27,10.16,12.74,119.52,3.81,12.68,152.26,3.25,0.03
2019,05,2019-05-08,한림1,33.376111,126.185,맑음,25,저층,11.2,1,16.34,34.35,8.16,10.76,0.93,0.04,2.77,32.16,34.97,148.64,6.7,16.06,160.72,12.9,0.1
2019,05,2019-05-08,한림2,33.463056,126.274444,맑음,31,저층,8.8,1,16.37,34.35,8.22,10.51,0.85,0.04,2.67,28.7,31.42,140.74,6.51,15.9,156.97,13,0.11
2019,05,2019-05-08,한림3,33.294444,126.16,맑음,15,저층,10.4,1,16.32,34.35,8.15,10.34,0.95,0.04,2.53,36.65,39.23,155.75,7.35,16.59,165.98,14.05,0.08
2019,02,2019-02-28,서귀포1,33.2625,126.661111,구름많음,30,표층,13.8,1,15.72,34.31,8.2,8.74,0.24,10.72,2.38,53.03,66.14,130.02,9.89,17.14,221,2.85,0.17
2019,02,2019-02-28,서귀포3,33.229444,126.566944,구름많음,54,표층,9.7,1,15.78,34.32,8.18,8.99,0.93,4.02,1.55,48.55,54.12,61.94,8.15,11.87,181.19,4.5,0.27
2019,02,2019-02-28,표선1,33.280833,126.7675,구름많음,47,표층,8.6,1,15.62,34.14,8.17,8.85,0.62,7.7,2.56,77.08,87.35,155.13,11.22,19.81,305.42,5.3,0.1
2019,02,2019-02-28,표선2,33.325556,126.865556,구름많음,34,표층,9.7,1,15.84,34.39,8.15,9.18,0.62,5.6,2.88,48.33,56.81,97.43,8.87,13.98,185.16,3.25,0.21
2019,02,2019-02-28,서귀포1,33.2625,126.661111,구름많음,30,저층,13.8,1,15.83,34.35,8.21,8.77,2.51,0.8,2.98,52.29,56.07,80.01,9.42,13.39,197.43,4.4,0.2
2019,02,2019-02-28,서귀포3,33.229444,126.566944,구름많음,54,저층,9.7,1,15.79,34.32,8.19,8.8,1.34,4.63,2.32,48.86,55.82,117.01,8.71,14.01,188.52,2.85,0.24
2019,02,2019-02-28,표선1,33.280833,126.7675,구름많음,47,저층,8.6,1,15.94,34.37,8.22,9.01,1.1,1.57,2.76,50.06,54.39,149.37,9.21,16.68,188.89,3.5,0.2
2019,02,2019-02-28,표선2,33.325556,126.865556,구름많음,34,저층,9.7,1,15.61,34.36,8.2,9.12,3.95,4.16,3.68,59.92,67.76,119.27,10.39,16.4,216.94,2.15,0.11
2019,02,2019-02-27,대정1,33.2025,126.251667,구름많음,20,표층,9.8,1,15.41,34.31,8.19,9.65,0.88,2.73,2.18,52.68,57.6,63.49,10.91,12.34,187.82,0.85,0.15
2019,02,2019-02-27,대정2,33.22,126.3275,구름많음,30,표층,19.9,1,15.64,34.35,8.2,9.48,0.45,1.74,2.51,55.69,59.93,83.33,10.62,14.2,185.7,2.75,0.34
2019,02,2019-02-27,대정3,33.237778,126.202778,구름많음,29,표층,10.2,1,15.24,34.31,8.17,9.62,0.4,7.56,2.56,60.48,70.6,90.65,11.01,12.96,210.87,1.5,0.25
2019,02,2019-02-27,서귀포2,33.229444,126.4125,구름많음,25,표층,10.3,1,15.8,34.36,8.14,9.29,1.08,5.53,2.41,53.31,61.25,114.94,8.8,15.28,182.9,42.35,0.17
2019,02,2019-02-27,성산포1,33.48,126.938611,구름많음,16,표층,7.1,2,14.79,34.42,8.23,9.28,2.62,4.4,3,56.06,63.45,79.16,9.8,14.97,214.9,3.05,0.71
2019,02,2019-02-27,성산포2,33.411389,126.938611,구름많음,48,표층,7.7,1,15.7,34.4,8.22,8.99,0.51,48.64,3.89,51.98,104.51,114.16,9.24,15.47,191.41,1.45,0.24
2019,02,2019-02-27,제주1,33.526944,126.532778,구름많음,16,표층,9.7,1,15.17,34.28,8.23,9.37,0.7,8.37,2.67,53.58,64.62,108.33,10.04,16.68,217.11,10.4,0.35
2019,02,2019-02-27,제주2,33.500556,126.427778,구름많음,24,표층,7.8,1,15.17,34.31,8.2,9.51,0.48,9.81,3.04,64.46,77.31,93.91,10.23,15.07,207.98,41.5,0.18
2019,02,2019-02-27,제주3,33.533889,126.568333,구름많음,20,표층,7.7,2,15.05,34.05,8.22,9.26,0.85,17.56,2.65,90.11,110.31,112.25,45.23,46.02,1470.48,17.7,0.16
2019,02,2019-02-27,조천1,33.5375,126.855556,구름많음,16,표층,7.5,1,14.65,34.39,8.2,9.26,0.98,2.73,2.51,54.15,59.39,75.8,10.29,13.36,201.77,6.65,0.32
2019,02,2019-02-27,조천2,33.573889,126.732778,구름많음,45,표층,8.5,1,15,34.36,8.22,9.47,0.24,1.74,3.08,57.08,61.89,110.29,10.66,16.55,203.22,2.25,0.35
2019,02,2019-02-27,조천3,33.560556,126.666389,구름많음,30,표층,7.5,1,15.08,34.36,8.14,9.53,0.48,7.56,2.91,52.81,63.28,113.16,9.67,16.18,203.48,4.15,0.28
2019,02,2019-02-27,한림1,33.376111,126.185,구름많음,29,표층,8.1,1,15.29,34.37,8.19,9.54,0.43,8.47,2.93,56.24,67.63,120.9,10.11,16.37,186.48,2,0.28
2019,02,2019-02-27,한림2,33.463056,126.274444,구름많음,33,표층,10.7,1,15.27,34.36,8.21,10.15,0.64,6.29,2.56,64.13,72.98,83.62,10.11,12.74,197.4,7.6,0.51
2019,02,2019-02-27,한림3,33.294444,126.16,구름많음,27,표층,7.6,1,15.19,34.32,8.13,9.37,0.35,4.2,2.3,56.5,63,131.18,10.51,16.65,203.84,9.25,0.19
2019,02,2019-02-27,대정1,33.2025,126.251667,구름많음,20,저층,9.8,1,15.42,34.31,8.15,9.23,2.35,3.65,2.58,55.36,61.59,127.04,9.89,16.59,191.77,1.95,0.22
2019,02,2019-02-27,대정2,33.22,126.3275,구름많음,30,저층,19.9,1,15.65,34.36,7.75,9.18,0.8,5.12,3.14,56.53,64.79,99.27,10.79,13.92,188.97,2.7,0.17
2019,02,2019-02-27,대정3,33.237778,126.202778,구름많음,29,저층,10.2,1,15.35,34.33,8.21,9.42,0.69,5.49,2.9,54.21,62.59,164.19,9.92,15.53,194.15,3,0.42
2019,02,2019-02-27,서귀포2,33.229444,126.4125,구름많음,25,저층,10.3,1,15.84,34.36,8.12,9.09,0.59,3.65,3.15,68.99,75.8,122.32,10.51,16.15,186.9,49.15,0.27
2019,02,2019-02-27,성산포1,33.48,126.938611,구름많음,16,저층,7.1,2,14.76,34.42,8.23,9.34,2.51,4.41,3.96,59.53,67.9,104.1,10.82,13.64,213.05,4,0.52
2019,02,2019-02-27,성산포2,33.411389,126.938611,구름많음,48,저층,7.7,1,14.59,34.44,8.22,9.09,1.06,16.16,3.78,65.03,84.97,99.68,10.66,14.88,223.78,6.9,0.24
2019,02,2019-02-27,제주1,33.526944,126.532778,구름많음,16,저층,9.7,1,15.14,34.31,8.23,9.2,3.52,1.51,3.02,57.61,62.15,116.73,10.01,15.25,214.7,3.9,0.23
2019,02,2019-02-27,제주2,33.500556,126.427778,구름많음,24,저층,7.8,1,15.1,34.31,8.24,9.28,0.69,17.08,2.72,56.81,76.61,88.59,9.64,14.32,208.4,30.8,0.16
2019,02,2019-02-27,제주3,33.533889,126.568333,구름많음,20,저층,7.7,2,15.14,34.31,8.15,9.28,1.3,3.99,3.02,60.7,67.72,140.85,10.54,17.55,220.64,3.6,0.04
2019,02,2019-02-27,조천1,33.5375,126.855556,구름많음,16,저층,7.5,1,14.66,34.39,8.19,9.31,1.68,8.64,2.9,57.04,68.57,139.64,10.23,16.37,204.18,4,0.23
2019,02,2019-02-27,조천2,33.573889,126.732778,구름많음,45,저층,8.5,1,14.99,34.36,8.22,9.26,0.96,3.39,2.77,54.96,61.12,72.35,7.78,11.13,204.76,4.8,0.33
2019,02,2019-02-27,조천3,33.560556,126.666389,구름많음,30,저층,7.5,1,15.07,34.35,8.22,9.61,1.01,22.27,2.76,57.88,82.91,89.01,9.61,11.75,204.32,5.5,0.37
2019,02,2019-02-27,한림1,33.376111,126.185,구름많음,29,저층,8.1,1,15.31,34.36,8.2,9.34,0.64,4.38,3.46,63.43,71.27,112.66,10.7,15.5,190.34,4.25,0.38
2019,02,2019-02-27,한림2,33.463056,126.274444,구름많음,33,저층,10.7,1,15.29,34.36,8.19,9.23,0.68,7.57,3.01,62.72,73.3,141.47,10.23,15.56,199.75,4.65,0.34
2019,02,2019-02-27,한림3,33.294444,126.16,구름많음,27,저층,7.6,1,15.19,34.32,8.21,9.26,0.74,4.62,2.86,63.01,70.49,81.02,11.25,12.06,206.05,2.65,0.27
2018,11,2018-11-15,대정1,33.2025,126.251667,구름많음,18,표층,10,1,21.05,33.97,7.75,9.01,0.97,4.58,4.26,35.17,44,127.86,2.36,15.41,136.02,1.51,0.12
2018,11,2018-11-15,대정2,33.22,126.3275,구름많음,28,표층,7.4,1,21.23,33.99,7.77,7.59,0.51,3.19,5.25,14.2,22.64,108.25,2.17,12,127.06,7.47,0.16
2018,11,2018-11-15,대정3,33.237778,126.202778,구름많음,27,표층,9,1,20.81,33.9,7.74,8.28,0.6,13.52,5.25,39.55,58.32,161.03,3.29,15.19,145.26,3.82,0.18
2018,11,2018-11-15,서귀포1,33.2625,126.661111,구름많음,30,표층,12,1,20.76,33.57,7.78,7.49,1.24,14.01,4.61,56.57,75.19,161.39,4.84,16.28,229.96,5.51,0.49
2018,11,2018-11-15,서귀포2,33.229444,126.4125,구름많음,24,표층,9,1,21.15,33.93,7.74,8.14,1.52,3.91,3.35,13.31,20.57,128.46,1.3,14.51,106.57,6.67,0.18
2018,11,2018-11-15,서귀포3,33.229444,126.566944,구름많음,50,표층,12.3,1,21.72,34.05,7.8,8.56,1.19,3.63,5.82,14.91,24.36,131.92,2.76,16.18,108.67,10.53,0.1
2018,11,2018-11-15,성산포1,33.48,126.938611,구름많음,16,표층,11,1,19.55,33.82,7.72,8.1,0.6,11.23,7.08,33.63,51.94,103.42,4.84,11.87,145.38,6.27,0.19
2018,11,2018-11-15,성산포2,33.411389,126.938611,구름많음,46,표층,10,1,19.9,33.89,7.78,8.35,1.23,13.33,6.4,27.76,47.49,146.87,3.66,13.67,141.6,3.78,0.32
2018,11,2018-11-15,제주1,33.526944,126.532778,구름많음,14,표층,8.8,1,19.11,33.64,7.78,8.96,1.59,47.21,8.25,82.17,137.62,215.88,9.86,22.04,301.14,4.89,0.2
2018,11,2018-11-15,제주2,33.500556,126.427778,구름많음,23,표층,12,1,19.29,33.44,7.77,8.49,0.68,5.63,5.21,18.91,29.75,158.35,3.07,16.06,154.25,3.73,0.45
2018,11,2018-11-15,제주3,33.533889,126.568333,구름많음,17,표층,9.8,1,19.1,33.71,7.7,7.56,0.82,13.19,8.16,83.71,105.06,208.22,10.57,21.08,300.19,5.69,0.3
2018,11,2018-11-15,조천1,33.5375,126.855556,구름많음,13,표층,7,2,18.9,33.49,7.79,8.65,1.05,12.53,6.5,114.97,145.38,307.52,6.67,13.3,290.7,7.73,0.27
2018,11,2018-11-15,조천2,33.573889,126.732778,구름많음,42,표층,10,1,18.74,33.29,7.76,8.41,1.3,3.65,7.95,25.1,36.71,131.39,3.91,14.94,148.93,12.04,0.31
2018,11,2018-11-15,조천3,33.560556,126.666389,구름많음,28,표층,9,1,19.02,33.68,7.71,7.71,1.3,37.46,8.96,59.36,105.78,204.11,8.15,19.62,210.59,12.31,0.31
2018,11,2018-11-15,표선1,33.280833,126.7675,구름많음,14,표층,9.7,1,20.17,33.5,7.77,8.05,0.95,9.2,4.49,17.5,31.19,154.67,2.91,14.48,110.94,10.89,0.28
2018,11,2018-11-15,표선2,33.325556,126.865556,구름많음,30,표층,11.5,1,20.4,33.96,7.78,8.56,0.82,1.04,4.58,69.27,74.89,144.09,5.89,13.45,286.33,9.51,0.54
2018,11,2018-11-15,한림1,33.376111,126.185,구름많음,27,표층,8,1,19.53,33.53,7.7,8.86,0.89,39.03,8.81,29.3,77.14,127.06,3.88,13.58,155.23,4.22,0.32
2018,11,2018-11-15,한림2,33.463056,126.274444,구름많음,31,표층,11,1,20.01,33.59,7.72,7.54,1.15,5.6,7.98,22.41,35.99,108.72,3.84,10.51,123.73,6.71,0.19
2018,11,2018-11-15,한림3,33.294444,126.16,구름많음,20,표층,8.3,1,20.8,33.97,7.75,8.96,0.68,3.81,4.52,22.54,30.87,78.65,2.45,8.59,123.17,5.87,0.23
2018,11,2018-11-15,대정1,33.2025,126.251667,구름많음,18,저층,10,1,20.97,33.97,7.74,7.79,1,5.35,6.36,27.16,38.86,125.41,3.75,14.48,136.53,2.89,0.13
2018,11,2018-11-15,대정2,33.22,126.3275,구름많음,28,저층,7.4,1,21.15,33.97,7.76,8.45,1.03,4.31,4.77,13.94,23.03,98.85,2.48,11.04,105.03,7.69,0.2
2018,11,2018-11-15,대정3,33.237778,126.202778,구름많음,27,저층,9,1,20.87,33.98,7.74,8.42,1.25,4.05,5.61,26.11,35.77,113.79,3.47,12.18,121.63,4.71,0.12
2018,11,2018-11-15,서귀포1,33.2625,126.661111,구름많음,30,저층,12,1,20.84,34,7.76,9.07,1.05,5.85,7.46,34.02,47.33,138.57,5.43,17.14,154.7,4.8,0.08
2018,11,2018-11-15,서귀포2,33.229444,126.4125,구름많음,24,저층,9,1,21.21,33.96,7.74,7.99,1.3,8.36,3.75,14.9,27.01,148.75,2.39,17.55,115.56,16.49,0.15
2018,11,2018-11-15,서귀포3,33.229444,126.566944,구름많음,50,저층,12.3,1,21.47,34.02,7.79,8.31,1.05,10.3,4.61,7.63,22.54,114.97,1.58,13.55,82.43,20.27,0.13
2018,11,2018-11-15,성산포1,33.48,126.938611,구름많음,16,저층,11,1,19.53,33.82,7.74,7.41,0.74,3.18,6.71,37.42,47.31,128.17,5.21,11.5,152.94,4.04,0.18
2018,11,2018-11-15,성산포2,33.411389,126.938611,구름많음,46,저층,10,1,18.82,33.91,7.72,7.82,1.05,3.46,8.33,69.48,81.27,673.99,9.89,91.98,233.94,17.73,0.07
2018,11,2018-11-15,제주1,33.526944,126.532778,구름많음,14,저층,8.8,1,19.18,33.8,7.78,9.01,1.31,44.17,10.09,64.95,119.21,223.03,9.24,19.03,238.31,4.4,0.2
2018,11,2018-11-15,제주2,33.500556,126.427778,구름많음,23,저층,12,1,19.21,33.53,7.73,7.82,1.23,7.64,7.8,67.77,83.22,121.44,9.21,12.52,246.68,8.22,0.29
2018,11,2018-11-15,제주3,33.533889,126.568333,구름많음,17,저층,9.8,1,19.32,33.87,7.68,8.98,1.11,1.11,9.46,63.14,73.71,179.12,9.73,19.44,228.96,3.91,0.13
2018,11,2018-11-15,조천1,33.5375,126.855556,구름많음,13,저층,7,2,19.1,33.73,7.79,8.64,0.87,10.26,6.48,56.06,72.8,155.19,10.32,16.9,194.46,4.58,0.16
2018,11,2018-11-15,조천2,33.573889,126.732778,구름많음,42,저층,10,1,19.05,33.72,7.71,8.03,1.27,4.24,7.2,61.24,72.67,170.7,9.15,15.9,211.85,12.71,0.2
2018,11,2018-11-15,조천3,33.560556,126.666389,구름많음,28,저층,9,1,19.18,33.78,7.71,8.43,1.03,39.16,7.71,64.37,111.24,120.89,9.55,12.49,222.68,13.24,0.15
2018,11,2018-11-15,표선1,33.280833,126.7675,구름많음,14,저층,9.7,1,20.14,33.97,7.82,8.69,0.73,25.16,6.5,38.07,69.72,110.36,5.83,11.97,162.12,14.53,0.07
2018,11,2018-11-15,표선2,33.325556,126.865556,구름많음,30,저층,11.5,1,19.92,33.95,7.75,8.06,0.82,5.33,9.42,41.17,55.93,173.15,7.38,20.18,163.91,12.76,0.07
2018,11,2018-11-15,한림1,33.376111,126.185,구름많음,27,저층,8,1,19.56,33.7,7.7,7.51,1.17,20.96,8.99,45.23,75.18,108.19,6.88,11.35,173.52,9.29,0.12
2018,11,2018-11-15,한림2,33.463056,126.274444,구름많음,31,저층,11,1,19.62,33.61,7.72,9.01,1.57,2.25,8.6,32.55,43.4,132.72,5.77,14.94,146.64,3.96,0.14
2018,11,2018-11-15,한림3,33.294444,126.16,구름많음,20,저층,8.3,1,20.29,33.92,7.72,8.65,1.6,10.92,9.31,34.92,55.15,123.2,4.84,13.55,152.94,7.6,0.16
2018,08,2018-08-30,대정1,33.2025,126.251667,구름많음,7,표층,6.2,3,20.9,33.01,8.21,7.35,1.53,4.51,2.5,17.7,24.71,133.6,0.9,13.98,152.4,3,2.86
2018,08,2018-08-30,대정2,33.22,126.3275,구름많음,28,표층,7.5,3,23.91,32.55,8.26,7.84,2.01,4.27,0.7,0.3,5.27,140.41,0,14.2,64.46,3.94,1.79
2018,08,2018-08-30,대정3,33.237778,126.202778,구름많음,25,표층,5.2,3,21.38,33.06,8.26,7.74,1.98,5.12,0.6,0.19,5.91,111.17,0.2,14.32,70.39,2.44,2.24
2018,08,2018-08-30,서귀포1,33.2625,126.661111,구름많음,29,표층,4.9,2,22.28,32.55,8.3,8.05,1.58,8.85,4,139.6,152.45,166.11,2.9,10.82,788.23,11.17,1.16
2018,08,2018-08-30,서귀포2,33.229444,126.4125,구름많음,24,표층,8,2,23.92,32.46,8.21,7.63,1.42,11.98,1.2,0.4,13.58,158.34,0.02,13.8,97.02,4.28,2.4
